,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
582, Damso,Feu de bois,rap_fr,4L0Iwsk1s8cbdBcEgdm8K5,0.789,0.633,2,-6.269,1,0.0734,0.256,1.31e-06,0.092,0.262,138.097,183307,4
583, projet facteur x²,Pom pom pom,rnb,5068IJEz3vdwLFRH5iWlmW,0.875,0.594,4,-4.8,0,0.11,0.371,0.0,0.0548,0.891,120.062,252227,5
584, Mystik K-Reen,Le fruit défendu (feat. K-Reen),rnb,0WaVo0Fu6RDtZPIhPSagjb,0.586,0.656,9,-8.378,0,0.216,0.204,0.0,0.324,0.485,176.951,221573,4
585, Saian Supa Crew,Angela - Version 2,rnb,7HkAJlrDqGvFA880bbgFlJ,0.686,0.673,8,-5.918,0,0.0684,0.0453,1.17e-05,0.0539,0.963,175.903,229280,4
586, Matt,R&B 2 Rue,rnb,59DfPIDioIs5WolSQNPID4,0.91,0.78,10,-5.027,0,0.071,0.158,0.159,0.0594,0.911,107.942,232067,4
587, Tragédie,Hey Oh - Radio Edit,rnb,5Lc24nn70WSNSHfk9tAEtz,0.929,0.365,8,-6.774,0,0.0705,0.0031,0.0,0.053,0.865,95.021,211720,4
588, Zaho,Je te promets,rnb,0i7cDSYYTqUWQIcswtRFWA,0.462,0.202,9,-14.34,0,0.0427,0.829,0.0,0.0973,0.248,132.953,258947,4
589, Corneille,Parce qu'on vient de loin,rnb,1wthYeOSBWfUYeCqhYcGt0,0.756,0.571,11,-6.613,0,0.22,0.107,5.52e-05,0.106,0.728,91.977,232933,4
590, Nuttea,Trop peu de temps,rnb,3Z1dOVkyrqTh6CuDluKDcc,0.765,0.416,11,-7.094,1,0.186,0.349,0.0,0.0534,0.773,78.267,262533,4
591, Gage,Pense À Moi,rnb,1gS2KQkvunhUNnG5iX2zqh,0.732,0.52,9,-9.214,0,0.0416,0.28,0.00572,0.0773,0.801,155.956,427626,4
592, Diam's,Jeune demoiselle,rnb,42apdJFDH65Ew9RVuldbrb,0.874,0.798,11,-4.807,1,0.278,0.0571,0.0,0.149,0.785,98.37,250920,4
593, Wallen Shurik'n,Celle Qui A Dit Non,rnb,4NLZJcCIIUtDOWo2tPrHuB,0.774,0.637,10,-7.387,1,0.267,0.471,0.0,0.114,0.701,88.015,284560,4
594, Tragédie,Sexy pour moi! - Mix 2,rnb,0E2ckO3QKtQ8dAUDNNec6a,0.894,0.447,8,-8.622,1,0.108,0.0211,0.0,0.0707,0.618,105.027,216493,4
595, Diam's Vitaa,Confessions nocturnes (feat. Vitaa),rnb,0C9qil6cXEEJ8AzrMUEHv6,0.531,0.877,0,-6.604,0,0.877,0.49,0.0,0.306,0.346,75.137,360120,4
596, Factor X,Boom Boom,rnb,1dWkL98h8GwGFkonK191p9,0.8,0.547,10,-4.691,0,0.0916,0.341,0.0,0.227,0.765,101.488,210333,4
597, Corneille,Avec classe,rnb,4vhPC6yiqkeQG1aF8WSn8r,0.789,0.656,5,-6.735,0,0.0758,0.0105,0.00103,0.132,0.74,98.014,227733,4
598, Sheryfa Luna,Il avait les mots,rnb,2GHprNPynt33XoCHfEDKxD,0.621,0.703,1,-6.54,1,0.0378,0.218,0.0,0.0737,0.62,85.964,227027,4
599, Wallen,L'Olivier,rnb,4IqFzZ9jXIC9Mq5Qd1RkDw,0.42,0.738,7,-5.915,1,0.0592,0.512,5.21e-05,0.119,0.405,200.38,335987,3
600, Zaho,C'est chelou,rnb,3wIoQubsIhvsIBHskw6u0w,0.857,0.804,10,-4.518,0,0.149,0.138,0.00426,0.0336,0.915,94.994,216973,4
601, Vitaa,A fleur de toi,rnb,2mT0YKSgM8ie4Irf0gkuPA,0.554,0.783,5,-6.08,0,0.109,0.491,0.0,0.121,0.39,125.959,261093,4
602, Assia,Elle est à toi,rnb,3kqcuCxwH2wySUtEh7E9Eh,0.724,0.574,6,-4.849,1,0.145,0.122,9.72e-05,0.0482,0.652,174.08,277293,4
603, Matt Lord Kossity,Cendrillon Du Ghetto,rnb,6SJwOqt1zNH3BmfSkeelDh,0.614,0.592,7,-6.806,0,0.354,0.195,1.27e-05,0.226,0.914,116.572,221760,4
604, Kenza Farah,Je me bats,rnb,1IIPc8bQPDticwOG8Oullw,0.669,0.809,7,-2.407,1,0.0308,0.0278,0.0,0.192,0.325,95.969,251360,4
605, Teri Moïse,Les poèmes de Michelle,rnb,01ZhThhYhykTkJ6065qg0B,0.536,0.677,3,-4.59,0,0.0252,0.445,0.0,0.115,0.589,90.112,237320,4
606, Shy'm,Femme de couleur,rnb,4kpF8J1HTTnO7VS7cAvOMv,0.656,0.641,3,-4.045,0,0.184,0.333,0.0,0.152,0.498,90.016,215906,4
607, M. Pokora Sweety,Elle Me Contrôle,rnb,27kV1kvGUacbiRpf1VsQWe,0.775,0.684,7,-6.402,0,0.075,0.197,1.58e-06,0.165,0.323,106.993,226400,4
608, Nâdiya,Parle-moi,rnb,2rXROCKPA9IHn6zMILU7aX,0.773,0.861,5,-1.536,0,0.0494,0.248,0.0002,0.0967,0.892,96.023,275480,4
609, Amel Bent,Ma philosophie,rnb,1HOtCYTuOCISpTn9cW6fcz,0.752,0.724,4,-3.591,0,0.114,0.205,0.0,0.124,0.45,100.01,203227,4
610, Corneille,Ensemble,rnb,2Skc0ShbY2IynQesiODGry,0.758,0.62,7,-5.489,0,0.0561,0.00186,0.00176,0.319,0.823,107.994,270533,4
611, M. Pokora,Juste une photo de toi,rnb,7AxPQQgyi45H6pxCJPrAWj,0.584,0.735,6,-6.948,1,0.0282,0.0333,0.0,0.102,0.53,149.989,232813,4
612, Matt,Dans La Peau D'Un Dealer,rnb,4HeBzaonyX7D3P1stz7N92,0.69,0.775,9,-4.222,0,0.0756,0.479,0.0678,0.174,0.931,180.017,258173,4
613, Amel Bent,Le Droit A L'Erreur,rnb,3QpiAq5rWOANWM0tfPvvAD,0.614,0.636,3,-4.494,0,0.0265,0.56,5.51e-05,0.161,0.511,110.423,241507,3
614, Kayliah - Pegguy Tabu,Belly Dance,rnb,3486Lr8wG9lwDDImcHMR6f,0.751,0.708,0,-6.006,1,0.0746,0.307,0.0,0.0681,0.744,90.248,237027,4
615, Lynnsha,Je veux que tu me mentes,rnb,4ALOFfNcLUWKtsenEyveYo,0.728,0.772,10,-6.959,0,0.0999,0.218,0.000313,0.0725,0.743,95.004,216960,4
616, Kayna Samet,Ecorchée Vive,rnb,5gdwHpP3sLvkSfBsXzd9QH,0.499,0.509,4,-6.787,0,0.0314,0.547,0.0357,0.169,0.175,132.026,265013,4
617, Kenza Farah,Au coeur de la rue,rnb,3fZxU7yluTfDCa6zmyrdhf,0.627,0.815,10,-4.745,0,0.0887,0.53,0.0,0.102,0.724,73.437,216440,4
618, Zaho,Kif'n'dir,rnb,0e8fRA4hsivzWeFbn3b21P,0.784,0.637,10,-8.468,0,0.0354,0.131,0.0736,0.0894,0.882,131.002,293200,4
619, Kayliah,quand une fille est love,rnb,7nKdiQqIvS9C0LtjRkADCh,0.743,0.54,1,-8.045,0,0.0673,0.457,0.0,0.0475,0.672,104.031,242026,4
620, Humphrey Busta Flex,Qu'est-c'tu fous cette nuit?,rnb,0KjgyGr6EVDApW23QcGkvb,0.829,0.698,5,-4.201,0,0.221,0.0188,2.78e-05,0.0421,0.81,104.062,244573,4
621, Wallen,Mes Rêves,rnb,54B96Al4FqH3L4RsSGIqtk,0.634,0.629,11,-7.148,0,0.0474,0.0867,1.52e-05,0.161,0.374,128.002,271933,4
622, Jalane,"Femmes (Cette Fois, Je Sais...)",rnb,5yZ0KIiVY6Bl5YLlGNF6Cn,0.815,0.648,10,-5.372,0,0.0637,0.0701,2.5e-06,0.0583,0.929,100.967,228827,4
623, Wallen Abd Al Malik,A Force De Vivre,rnb,7fjVwAYvbsgbKwGKiA7Voz,0.475,0.582,11,-7.546,0,0.275,0.197,2.48e-06,0.369,0.661,83.129,227933,1
624, Vibe,No Blaggadda,rnb,5U3fWtXtjbmj9XLmrssXO6,0.823,0.563,10,-7.405,0,0.413,0.0727,0.0,0.358,0.942,94.937,246133,4
625, Gage,Trop Fresh,rnb,3y3qu5YJSxwtdn2NaQKwEr,0.789,0.615,5,-7.552,0,0.0549,0.273,0.0,0.0989,0.767,100.997,261440,4
626, M. Pokora,Parti Trop Tôt,rnb,1VnNO1FWkLTYTgCF5RE5ER,0.652,0.542,1,-7.965,0,0.0453,0.38,0.000187,0.0797,0.811,77.985,206227,4
627, Oxmo Puccino K-Reen,Nous aurions pu - Remasterisé,rnb,6GDVGliKVmTroIcAOmgCb7,0.782,0.624,2,-5.692,1,0.0341,0.0289,9.33e-06,0.107,0.563,95.008,212093,4
628, Willy Denzey,L'homme qu'il te faut,rnb,7tTSSirNwG5TiYGnketM4j,0.336,0.83,0,-4.001,0,0.0913,0.151,0.0,0.091,0.271,71.594,180187,4
629, Afrodiziac Janahé Manic B,Toi + Moi,rnb,1y38VbNctXLnnqAbKIa4SK,0.796,0.798,5,-6.413,0,0.0514,0.354,0.000365,0.198,0.945,129.95,251173,4
630, Mystik White & Spirit K-Reen,Le fruit défendu,rnb,5SteThTPwFkssBFVBLfKc4,0.585,0.606,9,-10.059,0,0.231,0.282,0.0,0.253,0.465,176.881,222160,4
631, Blaque,808,rnb,1Pqv7l6vxjBxd5fx4bWchC,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18e-06,0.0887,0.367,121.66,306693,4
632, Kenny Lattimore,Never Too Busy,rnb,0TNAK7LNCi7AKDZAbhWQXr,0.761,0.413,4,-10.137,0,0.0681,0.113,0.00197,0.09,0.733,167.947,331560,4
633, Tyrese,Nobody Else,rnb,2ZmUMKX5cJQfQj12SmGYtg,0.697,0.684,7,-5.634,1,0.0897,0.00923,1.5e-05,0.136,0.596,91.882,232733,4
634, Silk,It Had to Be You,rnb,0UH3m8uxVdQDCtG61CKMXE,0.69,0.654,1,-7.852,0,0.0322,0.00867,0.0,0.072,0.709,134.607,248000,4
635, Dru Hill,How Deep Is Your Love,rnb,60NvAO9lx0KmBNAVHIlWN6,0.729,0.434,3,-9.111,0,0.079,0.0473,1.23e-05,0.314,0.743,94.411,243360,4
636, Blaque *NSYNC,Bring It All to Me (feat. *NSYNC),rnb,1cjBan0t4eBk2Y5j17hdyf,0.695,0.579,0,-5.066,1,0.0325,0.000479,0.0,0.0556,0.726,88.957,218187,4
637," Donell Jones Lisa ""Left Eye"" Lopes","U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",rnb,5PMKzsUsTpZZGsCcJBuhP2,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73e-05,0.0419,0.868,103.032,243733,4
638, Case Joe,Faded Pictures,rnb,1CAw3ethNuSDPf3E7luSFF,0.705,0.511,6,-7.422,0,0.202,0.125,1.72e-06,0.153,0.581,82.011,229773,4
639, Mark Morrison,Return of the Mack,rnb,3jDdpx9PMlfMBS5tOBHFm9,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,213093,4
640, Destiny's Child Wyclef Jean,"No, No, No Pt. 2 (feat. Wyclef Jean)",rnb,5kHgrRO3hMDPehtH9VhYQc,0.67,0.582,1,-3.574,1,0.224,0.3,0.0,0.0845,0.675,181.841,207467,4
641, New Edition,Hit Me Off,rnb,0yNCFwihschpOwSgK31f2O,0.72,0.719,7,-4.571,0,0.0882,0.185,0.000128,0.522,0.899,88.987,261400,4
642, Ralph Tresvant,Sensitivity,rnb,3lRgzwd3g1TewI4zjgbh9V,0.683,0.661,1,-12.823,1,0.0459,0.137,0.557,0.0772,0.707,96.956,281333,4
643, Johnny Gill,Rub You The Right Way,rnb,40xz60ciGIpsRtDqRfPKBE,0.66,0.873,10,-6.952,1,0.0461,0.0152,0.00324,0.331,0.864,111.872,332307,4
644, Bobby Brown,Humpin' Around,rnb,36tOpYpo1omPwIab8ebEkW,0.71,0.8,1,-7.141,1,0.04,0.00223,0.211,0.0455,0.61,110.211,378493,4
645, Destiny's Child,"Bills, Bills, Bills",rnb,1Oi2zpmL81Q0yScF1zxaC0,0.845,0.576,11,-5.15,0,0.153,0.139,0.0,0.0764,0.461,127.641,256027,4
646, Bell Biv DeVoe,Do Me!,rnb,47uDHNJpq4zUfOM0RFdEbV,0.714,0.735,7,-8.03,1,0.0373,0.0179,1.56e-05,0.238,0.704,107.822,272427,4
647, H-Town,Knockin' da Boots,rnb,6x53SJOV1PAZ8ZUwH4NFXQ,0.726,0.501,1,-13.884,0,0.154,0.155,0.0,0.0893,0.582,128.099,330945,4
648, Soul For Real,Every Little Thing I Do,rnb,5u3rsmRYRSKJpFHXPT4p07,0.713,0.378,7,-9.04,0,0.0298,0.00561,0.00186,0.0845,0.291,99.055,260067,4
649, Jodeci,Cry For You,rnb,3RNvMhYFEwpCgPnDGKR5MB,0.65,0.496,5,-12.349,0,0.0331,0.305,0.0,0.33,0.576,115.775,300907,4
650, Destiny's Child,Say My Name,rnb,7H6ev70Weq6DdpZyyTmUXk,0.713,0.678,5,-3.525,0,0.102,0.273,0.0,0.149,0.734,138.009,271333,4
651, Bell Biv DeVoe,B.B.D. (I Thought It Was Me)?,rnb,3KNH9AoufxNYVdZTWpADsK,0.745,0.754,7,-9.52,1,0.0423,0.0035,5.14e-05,0.0547,0.714,105.569,275293,4
652, SWV,Right Here - Human Nature Radio Mix,rnb,5u3FywQOPJ5O7ZAjm31cnq,0.601,0.74,9,-5.043,0,0.0573,0.0299,0.332,0.0937,0.672,94.013,226800,4
653, Monifah,Touch It,rnb,3upCmUgdchN3u0vkedbC5S,0.863,0.476,8,-10.019,0,0.0932,0.0307,0.0515,0.0706,0.783,115.459,285827,4
654, Jodeci,Come and Talk to Me - Remix,rnb,5xE7sFTlv2yrG9mmhDSpdq,0.72,0.657,11,-6.823,0,0.295,0.0262,2.33e-06,0.209,0.657,172.168,295387,4
655, 702,Steelo,rnb,5OQO6NEs89flntUWPtXUiG,0.767,0.731,8,-8.109,0,0.114,0.103,0.00364,0.102,0.678,90.997,257960,4
656, Xscape,Feels So Good,rnb,0b0vpt8e3AkV3GG8HoUEJm,0.712,0.454,7,-9.029,1,0.0478,0.0162,1.23e-06,0.111,0.659,82.619,212040,4
657," SWV Allen Gordon, Jr. aka ""ALLSTAR"" Arty Skye","Anything - Old Skool Radio 7"" Version",rnb,1vf3GldTchj0ytKoyLgMrZ,0.798,0.792,10,-5.667,0,0.0448,0.0103,0.00031,0.309,0.798,94.967,247440,4
658, Guy,Wanna Get With U,rnb,0Vp56gzB5TWuZ1o3owrHu5,0.797,0.722,10,-10.631,0,0.0422,0.012,0.00761,0.0474,0.819,110.095,286373,4
659, Adina Howard,Freak Like Me,rnb,6Vas6h9lB5mmeVDXdFqlQA,0.655,0.837,11,-6.04,0,0.0723,0.0262,5.85e-06,0.0454,0.66,91.014,253613,4
660, Mary J. Blige,Real Love,rnb,3XG801WWhqC753dekEBkMt,0.769,0.781,0,-5.472,1,0.0797,0.119,0.000371,0.0506,0.826,95.02,269973,4
661, Xscape,Love On My Mind,rnb,5hzdcPTFKEuRVuN8cTkcvl,0.892,0.488,3,-9.748,0,0.041,0.0316,0.0,0.0284,0.786,101.89,228902,4
662, SWV,You're the One,rnb,67ZorjDM25q7bETfLbHdfS,0.79,0.608,6,-7.151,1,0.0363,0.522,0.00491,0.193,0.958,94.166,282600,4
663, Faith Evans,Love Like This,rnb,7MQywXGHEev7JmwwIzMcao,0.767,0.551,0,-7.328,1,0.0616,0.00364,0.0,0.0451,0.796,100.904,275707,4
664, Brandy MC Lyte Yo-Yo Queen Latifah,"I Wanna Be Down (feat. Queen Latifah, Yoyo & McLyte) - Remix",rnb,5HQwoi47vjLNqaOc329VNM,0.893,0.433,11,-5.88,0,0.396,0.33,0.0,0.395,0.675,86.01,256667,4
665, Brownstone,If You Love Me,rnb,0BTGqPIW9acmhhUmENkq5r,0.687,0.583,7,-10.224,1,0.064,0.224,0.0,0.106,0.21,95.137,303903,4
666, Xscape,My Little Secret,rnb,0mIuIBLkaRvPCz6A0mPqbM,0.814,0.431,8,-9.125,1,0.0936,0.371,0.0,0.335,0.542,129.957,268040,4
667, SWV,I'm So Into You,rnb,5A0aUvnfAEcmUx3hoXjI8R,0.85,0.513,7,-10.663,1,0.0513,0.0624,0.00249,0.0689,0.623,99.01,278333,4
668, Usher,You Make Me Wanna...,rnb,47TqCCnEliDp8NRDyIQoQq,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,219120,4
669, Blackstreet Dr. Dre Queen Pen,No Diggity,rnb,6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600,4
670, Big Pun Joe,Still Not a Player (feat. Joe),rnb,5PG3h38oiQLEJlOuOvIs80,0.902,0.614,4,-6.529,0,0.289,0.184,0.000742,0.0867,0.862,94.069,236907,4
671, Ginuwine,Pony,rnb,6mz1fBdKATx6qP4oP1I65G,0.749,0.605,8,-9.359,0,0.086,0.00186,0.0381,0.115,0.966,142.024,251733,4
672, Total,Can't You See,rnb,1poK64Wt7p7VwrAbFgD5hS,0.715,0.721,8,-5.622,0,0.0541,0.157,1.75e-06,0.309,0.807,86.26,277320,4
673, Tony! Toni! Toné! DJ Quik,Let's Get Down,rnb,7qdo6JOOaaY9LadOAhfXq7,0.907,0.645,7,-4.38,1,0.0976,0.043,0.0,0.18,0.562,103.312,299507,4
674, Janet Jackson,That's The Way Love Goes,rnb,29rQJydAlO0uMyWvRIZxQg,0.703,0.7,5,-6.789,1,0.0693,0.302,0.471,0.0718,0.582,97.675,265107,4
675, Whitney Houston,My Love Is Your Love,rnb,1ckU1EhAO0Nr73QYw24SWJ,0.77,0.475,7,-9.512,1,0.159,0.0557,4.81e-06,0.0607,0.474,82.511,261573,4
676, Reba McEntire,Fancy,country,1ecIqo8pOc8S6y3l80iGxd,0.675,0.54,4,-10.139,1,0.0774,0.204,0.0,0.0688,0.514,94.959,296320,4
677, Trisha Yearwood,XXX's And OOO's (An American Girl),country,7b05yUcjnxPDUhWNL4nE3K,0.704,0.735,0,-5.68,1,0.031,0.18,0.0,0.172,0.766,125.815,167840,4
678, Mark Chesnutt,Bubba Shot The Jukebox,country,7fJaL74toBMoNuO7iUXsST,0.604,0.6,2,-10.156,0,0.0438,0.338,0.0,0.0817,0.888,82.695,185867,4
679, Travis Tritt,Here's a Quarter (Call Someone Who Cares),country,0RdMBceHhBJLqNjObk1NPP,0.654,0.537,7,-8.067,1,0.0257,0.196,0.0,0.119,0.597,112.437,152640,3
680, Joe Diffie,John Deere Green,country,2ZXsvL9DO2MPv43Ay1IxgR,0.685,0.817,2,-5.683,1,0.0298,0.15,0.0,0.242,0.768,130.41,273000,4
681, Alan Jackson,"Tall, Tall Trees",country,5JkGBzxQ6qqf6MSzuLnjV2,0.675,0.794,7,-6.174,1,0.0396,0.172,0.0,0.136,0.964,145.951,148973,4
682, Trace Adkins,(This Ain't) No Thinkin' Thing,country,4AWZVz9cuAS1ZsJUB5cq8S,0.628,0.807,9,-3.835,0,0.0251,0.156,4.92e-05,0.0962,0.554,116.058,241120,4
683, Vince Gill,One More Last Chance,country,2h5a6t9JFasqH5WJFPbmGL,0.525,0.878,2,-8.677,1,0.0404,0.411,0.0,0.291,0.963,176.249,191200,4
684, Ty Herndon,It Must Be Love - Single Version,country,4clg6kDhG2jceRFk8nqqRg,0.622,0.784,4,-4.576,1,0.0342,0.249,0.0,0.121,0.727,115.958,212307,4
685, Wynonna,No One Else On Earth,country,52PGtJuGEFNVOnRdLac1Av,0.775,0.861,0,-7.113,1,0.0295,0.188,4.2e-06,0.199,0.964,98.649,255400,4
686, Travis Tritt,I'm Gonna Be Somebody - 2003 Remaster,country,2Vgdge1IJBTdU3NItPa1dB,0.561,0.659,7,-6.701,1,0.0267,0.148,9.93e-06,0.106,0.554,76.49,245267,4
687, Faith Hill,It Matters to Me,country,3rXdABev6vQtBCElztIl7m,0.613,0.355,6,-8.218,1,0.0247,0.567,0.0,0.0909,0.129,135.622,197667,4
688, Alan Jackson,Chattahoochee,country,59kHPbwyyCApYA8RQQEuXm,0.606,0.706,0,-9.665,1,0.0379,0.362,0.0,0.16,0.819,174.533,148160,4
689, Shania Twain,You Win My Love,country,2lKA9bNdd4kAoeHiufa0aK,0.707,0.802,6,-8.943,1,0.0352,0.0165,0.0,0.0697,0.947,127.732,265600,4
690, Randy Travis,If I Didn't Have You,country,52erNkfUKv34u02CjcHOPj,0.674,0.578,4,-10.919,1,0.0663,0.164,0.0,0.103,0.961,172.498,186747,4
691, Tim McGraw,Down On The Farm,country,65N3RYCN1DgfY0Zcv5k9kr,0.721,0.735,5,-11.849,0,0.0284,0.115,0.0,0.0499,0.961,127.575,178867,4
692, Reba McEntire,The Night The Lights Went Out In Georgia,country,2MiXC2LfpsoeUP5RvMGEQ3,0.428,0.51,7,-11.695,0,0.103,0.52,8.32e-06,0.105,0.393,169.967,257267,4
693, Brooks & Dunn,Neon Moon,country,3EUl8M6SzxZl03NPkB8mUd,0.702,0.632,9,-6.508,1,0.0247,0.554,0.0,0.127,0.457,102.404,263500,4
694, Dolly Parton Vince Gill,I Will Always Love You (with Vince Gill),country,55g4K059GVclNmL71tBYgQ,0.444,0.169,8,-13.799,1,0.0313,0.807,0.0,0.0974,0.156,132.316,197773,4
695, John Michael Montgomery,I Love the Way You Love Me,country,6MnDkyb3VstTCT9ELxjfeE,0.447,0.319,8,-10.732,1,0.0264,0.63,1.35e-06,0.106,0.246,162.109,241307,4
696, Shania Twain,Any Man Of Mine,country,0pdfN7nOHMYmKykzu1cyfm,0.592,0.725,8,-8.698,1,0.0412,0.207,0.0,0.148,0.784,78.235,246760,4
697, Lonestar,Tequila Talkin',country,0iwHQiur8NmRvosDlBil2i,0.699,0.543,9,-7.105,1,0.0231,0.152,1.33e-06,0.156,0.561,99.235,204627,4
698, Tim McGraw,Where The Green Grass Grows,country,0nDjzA4kns1QOWPXuOn6Xw,0.479,0.698,7,-7.914,1,0.0277,0.198,0.0,0.126,0.673,159.699,201600,4
699, George Strait,I Can Still Make Cheyenne,country,7yQMZQeiSKnvEgimeGPVhi,0.585,0.39,3,-10.233,1,0.0266,0.68,0.000769,0.0919,0.237,109.514,256067,4
700, Randy Travis,Better Class of Losers,country,3EiXWMUIE0bNNo36suPrRQ,0.59,0.686,7,-6.998,1,0.0364,0.194,0.0,0.2,0.733,179.387,160360,4
701, Dwight Yoakam,Ain't That Lonely Yet - 2002 Remaster,country,65oM1hR5Ctd6aQQ1eFoXpL,0.598,0.732,5,-5.098,1,0.0259,0.431,3.31e-06,0.1,0.549,106.92,200707,4
702, Reba McEntire Brooks & Dunn,"If You See Him, If You See Her",country,26y5yN6vYOvHFoqLEuQbAw,0.506,0.456,7,-7.4,1,0.0239,0.344,0.0,0.193,0.161,82.478,235667,4
703, Brooks & Dunn,Boot Scootin' Boogie,country,7Fq9RwQxSn3kW85PrDUf0M,0.656,0.817,11,-4.296,0,0.0435,0.22,0.0,0.306,0.862,130.446,198020,4
704, Confederate Railroad,Trashy Women,country,5c15axZrDZtzqYsomtEwTz,0.636,0.824,9,-5.535,1,0.0344,0.0468,0.0,0.139,0.872,142.553,195707,4
705, Jo Dee Messina,I'm Alright,country,0MjT9xQqJrQlNrkWKZgFbQ,0.676,0.733,0,-7.745,1,0.0294,0.191,0.0,0.192,0.591,98.234,199040,3
706, Collin Raye,That's My Story,country,2dKRyO4cUumqbIXxLkdkoq,0.642,0.834,5,-4.4,0,0.0982,0.538,0.0,0.108,0.645,137.875,182960,4
707, Mark Chesnutt,It's A Little Too Late,country,1vFyOiwgezbBMIFtT4t0it,0.5,0.865,9,-9.706,1,0.044,0.313,0.0,0.11,0.777,172.946,163307,4
708, Mindy McCready,Guys Do It All the Time,country,0uZRJmWi1TH3wrAN7hAbyF,0.551,0.794,0,-5.995,1,0.0341,0.0594,2.01e-05,0.231,0.587,165.813,191800,4
709, Aaron Tippin,You've Got to Stand for Something,country,4RGa1ZQK9FxkNB9z9UHrjU,0.544,0.577,4,-9.842,1,0.0343,0.188,0.0,0.11,0.456,83.472,182160,4
710, David Lee Murphy,Dust On The Bottle,country,0Xg68XXMRWzKQvD5S6BFvI,0.736,0.614,11,-11.124,1,0.0389,0.0237,5.84e-06,0.292,0.858,99.942,224667,4
711, Travis Tritt,T-R-O-U-B-L-E - 2003 Remaster,country,2yB8Eo8f8OL7gYEBL8qT4G,0.3,0.965,7,-6.724,1,0.0429,0.0121,0.000742,0.687,0.793,178.963,181333,4
712, Doug Stone,Why Didn't I Think Of That,country,4s9JGX0flu9KcxZziV3I0C,0.758,0.596,2,-7.468,1,0.0281,0.44,1.86e-05,0.132,0.859,121.207,191440,4
713, Keith Whitley,It Ain't Nothin',country,3xVuSn2NnokJtXoff1RxHi,0.79,0.455,9,-11.039,1,0.0536,0.548,0.000105,0.108,0.405,119.49,244067,4
714, John Michael Montgomery,Be My Baby Tonight,country,2P9Cn8LEt0mK0WD6iCYokP,0.634,0.774,9,-7.651,1,0.0384,0.226,2.16e-05,0.397,0.927,156.828,170533,4
715, Shania Twain,No One Needs To Know,country,4vbW5aT9UQGRqEScStQPPy,0.663,0.525,7,-9.674,1,0.0331,0.108,0.0,0.349,0.731,134.748,183960,4
716, Alan Jackson,Wanted,country,5oUjEriN3FJRtOy9pfHML5,0.636,0.298,5,-8.931,1,0.0268,0.612,4.31e-06,0.162,0.276,89.613,177320,3
717, Billy Ray Cyrus,Busy Man,country,55bwRyNowFFB5Kp0Ojkvhx,0.6,0.568,7,-9.867,1,0.0388,0.106,0.0,0.238,0.475,163.887,197267,4
718, Joe Diffie,Honky Tonk Attitude,country,61uA8ZPtKuVp61iuOnPTDr,0.679,0.812,5,-6.549,1,0.0266,0.175,8.04e-06,0.1,0.775,140.467,228627,4
719, Tracy Byrd,The Keeper Of The Stars,country,5WEK4szbQp9c7ZK6LkYd9k,0.583,0.276,2,-12.912,1,0.0264,0.47,0.0,0.143,0.0486,78.079,247627,4
720, Brooks & Dunn,Honky Tonk Truth,country,07VwAUiHy0WXUZ8OLunzA4,0.573,0.847,6,-7.251,1,0.0341,0.0647,8.16e-05,0.383,0.795,153.971,195107,4
721, Tracy Lawrence,Time Marches On,country,2TIEeLrOQrGnO2D2OeDDJu,0.856,0.517,6,-9.232,0,0.0293,0.563,0.000164,0.144,0.479,118.399,185360,4
722, Alison Krauss & Union Station,When You Say Nothing At All,country,46LI9mnlQ8fJHH47ioBubg,0.509,0.242,3,-13.353,1,0.0291,0.714,0.000365,0.127,0.448,169.642,261120,4
723, Alan Jackson,Gone Country,country,1A0I5aiVZRwecRlbQcweBh,0.681,0.719,7,-5.918,1,0.0248,0.131,1.65e-06,0.113,0.637,125.729,259893,4
724, Trace Adkins,I Left Something Turned On At Home,country,1CxG3QsfkmcUYlxWwvOtz5,0.623,0.91,3,-5.29,1,0.032,0.169,0.00267,0.317,0.929,151.466,188240,4
725, Ty Herndon,What Mattered Most,country,09nWHcNuohUS7HMPdIDwrr,0.529,0.509,0,-8.926,1,0.0253,0.415,0.0,0.171,0.27,142.311,221427,4
726, Tracy Byrd,Watermelon Crawl,country,3Q9t1A12iUemHTAWnH7PjD,0.759,0.723,0,-9.315,1,0.028,0.173,0.0,0.179,0.962,136.746,181973,4
727, Brooks & Dunn,Brand New Man,country,75QTZG8XFYKb0HQIwgCzNE,0.642,0.762,7,-4.355,1,0.0451,0.0904,1.25e-06,0.101,0.647,127.513,179304,4
728, Vince Gill,Don't Let Our Love Start Slippin' Away,country,70TsRbycWfabtevnripyRu,0.739,0.717,3,-9.568,1,0.0308,0.417,0.000918,0.334,0.663,113.234,223533,4
